id,rh98
17,
53,
89,8.24054451787659
125,6.747831699531827
161,7.114516150566839
197,6.729043885831922
233,6.87308411733915
269,7.060166732470194
305,6.608433780899967
341,7.739348978280946
377,7.683882258920109
413,6.623524235208654
449,5.652000045776367
485,7.110000133514404
521,6.809999942779541
557,
593,
629,
665,
701,9.73333799773828
737,7.243352124493233
773,10.242222171359591
809,
845,
15,
51,6.732821129983344
87,8.236289021170045
123,6.729811199945995
159,8.2378269492145
195,7.437856997762408
231,
267,
303,
339,15.374526407786409
375,
411,7.299047697158087
447,6.090000152587891
483,7.234128766795506
519,8.23693034051533
555,
591,
627,
663,9.238793332418147
699,7.241543856162543
735,7.234206900121948
771,9.745081469849975
807,12.749528038197452
843,9.242503719350623
13,11.26641788767345
49,8.739694984123764
85,7.368677507661501
121,7.18237254164435
157,7.368810201164008
193,9.245108324675966
229,
265,8.751227070083818
301,8.748874926567078
337,
373,8.608749866485596
409,9.739669865782156
445,
481,
517,
553,15.251975352231453
589,6.23456128965755
625,10.244677379567136
661,12.235500795654344
697,11.24791527498999
733,6.816585972999235
769,12.751852625450269
805,12.748541133306933
841,8.732219975406226
11,
47,10.238820762975303
83,7.241530841378843
119,11.750279916761937
155,7.855651317054015
191,7.233339177620199
227,8.741140025062924
263,13.739268454894956
299,
335,
371,
407,10.745332070344526
443,
479,12.237229909445823
515,9.735466176355724
551,5.613063113475854
587,
623,10.744300566277268
659,8.61431383742308
695,17.24733481484551
731,15.748514083478625
767,7.744660743705806
803,10.242972132894728
839,11.135853488270829
9,8.59499967098236
45,15.745019541758618
81,14.498762148214068
117,14.24483085024184
153,19.242544069178923
189,17.245022646533855
225,13.73214430460201
261,13.255937609391435
297,8.866984869258548
333,11.24498185008798
369,15.24591167723935
405,8.380000114440918
441,14.247908829481176
477,11.242983539255146
513,7.2166666984558105
549,7.240051842482416
585,13.740469109495926
621,17.24548207592107
657,13.743626127161994
693,9.360055222695703
729,8.23936849560654
765,13.259079570200905
801,10.611304531926693
837,
7,
43,
79,
115,
151,
187,14.617960840895345
223,17.7489982377261
259,18.73770342954245
295,17.744271967635544
331,17.76010735975843
367,16.245348857532186
403,16.254800148872953
439,15.238568271290172
475,10.557200317382813
511,23.24531054949127
547,19.74768250881517
583,17.744690651431846
619,12.136530642606774
655,18.758104188061793
691,21.241184221660422
727,22.231077231468877
763,19.751791205988706
799,10.225891462649
835,8.813333511352539
5,
41,
77,
113,13.179333527882894
149,15.241838746652862
185,13.241775926033071
221,19.24139525589862
257,18.740391633750228
293,18.23955813738266
329,22.73738033934786
365,25.25058820741151
401,21.218792462300083
437,22.738261642769054
473,22.740254193104892
509,23.74405194717853
545,18.754809548421413
581,14.24167318329269
617,14.77629268812315
653,14.235559734945278
689,18.367958925234426
725,27.503565634188696
761,11.244415543022905
797,9.734744929383922
833,7.438085062534046
3,
39,
75,14.529999732971191
111,
147,9.855000257492065
183,11.733470316262808
219,19.738225178659906
255,20.743881518521004
291,18.253093277274026
327,22.261565689805575
363,24.24658761647513
399,24.246540890675874
435,25.752565323713235
471,24.496473254358296
507,23.740638069612793
543,21.74330612014076
579,21.74015182807758
615,18.74590975959217
651,19.72370300086275
687,18.24570295706304
723,13.736151977732211
759,12.752019994735718
795,13.726702154950893
831,14.739035600075765
1,8.484177001277901
37,8.734999656677246
73,
109,11.241364185904235
145,13.74000246575193
181,16.50325322054445
217,12.234465709472733
253,10.850975525088426
289,17.246152898711273
325,18.242177346665173
361,22.251547360341632
397,24.24679868029047
433,19.74442865135449
469,21.747658985190505
505,20.24528292739879
541,21.237559948170535
577,18.746868978107827
613,19.736730067758298
649,20.248683227404467
685,20.747828295996694
721,18.74260653921563
757,16.252294323866636
793,20.240034444713523
829,20.74725602222415
36,
72,8.121162721016946
108,6.733623332478028
144,7.36254438987145
180,6.43370372277719
216,7.78000020980835
252,6.204999923706055
288,6.674999952316284
324,10.149999618530273
360,5.650000095367432
396,9.442272836511785
432,6.659999847412109
468,
504,
540,
576,
612,
648,
684,
720,
756,
792,
828,
34,
70,
106,9.243188941192775
142,
178,
214,6.730773082353705
250,8.239792654288916
286,7.621038520668015
322,7.2277424936105525
358,6.737600862113364
394,7.360617343462219
430,6.115189878246452
466,
502,7.0594118062187645
538,
574,
610,
646,
682,7.865964931354188
718,7.121000051498413
754,7.083999919891357
790,10.115253404538203
826,12.751959090593335
32,9.241279560119297
68,8.736595041057134
104,8.234592490116688
140,7.235440657456689
176,8.611464235429558
212,
248,
284,
320,
356,
392,6.980000019073486
428,
464,7.12318923668755
500,8.231822228158737
536,15.24262673094149
572,
608,
644,8.360000167053409
680,9.240998756428391
716,7.737526045905219
752,8.235072823404108
788,9.620033015298846
824,8.870837443039743
30,12.751965573218936
66,7.862627515676191
102,8.742572577668199
138,6.731205827484993
174,10.245591226203677
210,9.360371294804981
246,
282,9.062069268062197
318,
354,
390,9.241446395325552
426,
462,
498,
534,14.756279670608627
570,7.24046210925372
606,9.763114819761183
642,14.253226084057026
678,10.237072288929424
714,10.876749980449677
750,9.245033873312517
786,9.241027469934929
822,11.744610252148833
28,13.743639027422532
64,10.241262470361017
100,7.728959718394835
136,11.235294261420467
172,7.231062162988886
208,10.246484217516736
244,13.74249235380731
280,10.930930414523234
316,
352,
388,14.238716168581094
424,
460,11.233712371739127
496,11.23753395588711
532,9.232418534548387
568,
604,8.735097970046164
640,10.233741859547573
676,12.746086079570171
712,24.74584630719862
748,10.24226405485621
784,15.361528718547456
820,
26,9.679999828338623
62,14.403999964396158
98,
134,12.130000114440918
170,16.75101808672763
206,17.24362330875494
242,12.74445032934789
278,11.123276796998251
314,11.246862543888152
350,14.244864561435138
386,16.361045008052997
422,16.741690704950955
458,13.248457750716767
494,
530,8.230299104172197
566,16.740393573301063
602,20.74880941917067
638,14.747800461166655
674,12.237164420068082
710,10.752005779299148
746,11.732748804499188
782,12.746338126937864
818,
24,
60,
96,
132,
168,12.683684148286519
204,14.741922294459313
240,19.242046167474513
276,19.74667555021868
312,17.4935532959775
348,15.494386850205142
384,21.243609810608714
420,19.245239881128214
456,18.750929886872097
492,20.25119132864414
528,20.759929096809504
564,19.35464384719685
600,14.378188619911896
