id,b1
860,0.6511230052862224
930,1.2556584523653722
1000,0.7962505624153392
1070,0.19319161925760978
1140,
1210,
1280,
1350,
1420,
1490,0.3350821341634409
1560,0.5192690654071117
1630,0.012262706944175654
1700,0.3479201465734386
1770,0.3118148106089849
1840,0.4439618931882967
1910,0.37146564328269543
1980,0.15130847999909444
2050,0.22523494068710523
2120,0.0
2190,
2260,
2330,0.4876529673256206
2400,0.41918473055338196
2470,0.357295839490576
2540,0.3831229733744146
2610,0.7180136077231088
2680,0.5740403008233986
2750,0.6126352267459677
2820,0.144167467852854
2890,0.12496918384611971
2960,0.1958293558113007
3030,0.7181664330972535
3100,
3170,
3240,
16,
86,
156,
226,
296,
366,
436,
506,
576,
646,
716,0.9373508768265141
786,1.086695043287923
856,0.16770879445032574
926,0.3553479821121964
996,0.18711879560950587
1066,0.5440056026214503
1136,0.6817320280937912
1206,0.3612697464171098
1276,0.647454885643339
1346,0.6243328235312297
1416,0.3695638560820579
1486,0.7345630262160464
1556,0.7519638078492481
1626,0.7282878345540826
1696,0.5510580105231621
1766,0.20463668426140447
1836,0.0
1906,
1976,0.5270831955884918
2046,0.23835603265894245
2116,0.5296260999118464
2186,0.7891030988557309
2256,0.7353594782644908
2326,0.947223123688612
2396,0.4904759283134223
2466,0.3710054311981875
2536,0.48630840165982603
2606,0.45431939117490105
2676,0.06957108725861531
2746,0.11688889353494133
2816,0.06333256173425138
2886,0.11752000219821683
2956,0.07689610414199398
3026,0.08174959385603613
3096,0.014394943967180522
3166,
3236,
12,
82,
152,
222,
292,
362,
432,
502,
572,
642,0.022447007574000914
712,0.03964981243786015
782,0.13079424111424878
852,0.22322838410382775
922,0.2963409456820677
992,0.17311956328137226
1062,0.169392627228923
1132,0.170133511448842
1202,0.16783038620103474
1272,0.7740628421252644
1342,0.37854568923315546
1412,0.2659563247382849
1482,0.42405625442331374
1552,0.33861461374643254
1622,0.46076812390090394
1692,0.8724979469157829
1762,0.7849017127156129
1832,0.4116554694154003
1902,0.7818461986534168
1972,0.7484349496680424
2042,0.6580505963233781
2112,0.4088442639716904
2182,0.449593732972518
2252,0.3711437986147292
2322,0.2520528295619606
2392,0.27943886222407677
2462,0.028338701595945044
2532,0.07749726796123343
2602,0.7491485322476744
2672,0.7658533717498983
2742,0.18118289833924778
2812,0.4245082213193585
2882,0.695052511761679
2952,0.6385307698862711
3022,0.16304940923368053
3092,0.11255739690453391
3162,
3232,
8,
78,
148,
218,
288,
358,
428,0.20772065888150232
498,0.26632230760520104
568,0.1837944073266268
638,0.151138162339925
708,0.10855815846918433
778,0.17757098188238574
848,0.20511498467890416
918,0.050776120441171135
988,0.23365477437072144
1058,0.26677626833880824
1128,0.2642577393498565
1198,0.4416134113702745
1268,0.3872593761507665
1338,0.8912099214170579
1408,0.2536813526994387
1478,0.8397951594078575
1548,0.5723306886988643
1618,0.458676904445185
1688,0.37261459969327043
1758,0.3890773027972786
1828,0.47566563188063493
1898,0.3762231314318301
1968,0.3927663557945839
2038,0.5857677797113334
2108,0.3243902340452504
2178,0.4151148258868088
2248,0.0926533499013762
2318,0.45171179352893237
2388,0.5063997504976604
2458,0.5842629744689779
2528,0.37513363806433864
2598,0.31434199712175814
2668,0.5774099516870657
2738,
2808,
2878,
2948,0.1027267178532378
3018,
3088,
3158,
3228,
4,
74,
144,
214,
284,
354,0.09389290095138912
424,0.16297412799130329
494,0.08713726280432413
564,
634,
704,
774,
844,
914,0.16263589318367433
984,0.11726182321670583
1054,0.08947397263864044
1124,0.24651490767179088
1194,0.4743145136029554
1264,0.7793104170900811
1334,0.7405444939732847
1404,0.5420098424428834
1474,0.5639782195378369
1544,0.7672519774826396
1614,0.5121943069277484
1684,0.6975309023584043
1754,0.7133658179548368
1824,1.1041581178849376
1894,0.37155933800878
1964,0.2761818709960805
2034,0.31168677463812977
2104,0.7414767459686235
2174,0.8625746401656263
2244,0.13159654295798134
2314,0.4932216583702254
2384,0.4337726769436608
2454,0.20999309903067956
2524,0.5136268331605769
2594,0.532252559980701
2664,0.8650600530379942
2734,0.10696826870676826
2804,
2874,
2944,
3014,
3084,
3154,
3224,
70,
140,
210,
280,
350,
420,
490,
560,
630,
700,
770,
840,
910,
980,
1050,
1120,
1190,
1260,
1330,
1400,
1470,
1540,
1610,
1680,
1750,
1820,
1890,
1960,
2030,
2100,
2170,
2240,
2310,
2380,
2450,
2520,
2590,
2660,
2730,
2800,
2870,
2940,
3010,
3080,
3150,
3220,
66,
136,
206,
276,
346,0.28176455548543317
416,0.549195116748316
486,0.09820379430241849
556,0.007206090731377847
626,0.0
696,
766,
836,
906,
976,
1046,
1116,
1186,
1256,
1326,
1396,
1466,
1536,
1606,
1676,
1746,
1816,
1886,
1956,
2026,0.041009624106726185
2096,
2166,
2236,
2306,
2376,
2446,
2516,
2586,0.21682176276859969
2656,0.18840334793694796
2726,
2796,0.0011150830154626225
2866,8.662459456214429E-4
2936,3.4145646443502453E-4
3006,0.10625047552496764
3076,0.432938031328347
3146,0.6347815128380438
3216,0.8175649006460423
62,0.3799454244649023
132,0.6463503754628184
202,0.3389077031749821
272,0.4621721278946789
342,0.27890941515358414
412,0.4149836223233008
482,0.49793746551859336
552,0.31857504296417727
622,0.8691396511373941
692,0.16678982877648485
762,0.30388871982607274
832,0.19040601858005485
902,
972,
1042,
1112,
1182,
1252,
1322,
1392,
1462,
1532,
1602,
1672,
1742,
1812,
1882,0.39323467230443976
1952,0.0
2022,0.06208121405853205
2092,0.16086235631153328
2162,0.1866221033060091
2232,
2302,
2372,
2442,
2512,0.2768701936478457
2582,0.7448682578956932
2652,0.34026657543832506
2722,0.3427210288902962
2792,0.0014761162442428369
2862,0.0
2932,0.3765035277229801
3002,0.533588546343278
3072,0.49634745622666226
3142,0.21868897486462968
3212,0.43338290234096427
58,
128,0.5415978097725622
198,0.32268254310302863
268,0.5161255706204577
338,0.4810518186170732
408,0.2155552910957638
478,0.48434328752533373
548,0.16247444855043874
618,0.7259534680661566
688,0.5372671236437786
758,0.6241263910491607
828,0.46522015258676375
898,
968,
1038,
1108,
1178,
1248,
1318,
1388,
1458,0.5043395519942029
1528,0.34507514235968884
1598,0.42633661171084913
1668,
1738,
1808,
1878,
1948,0.22109043666537023
2018,0.31839513677457487
2088,0.4754043677545438
2158,0.22035193163909528
2228,0.10958495987681238
2298,0.11496339705290329
2368,0.11625842641091515
2438,0.40002147150046286
2508,0.458840709834315
2578,0.2957586440938783
2648,0.03205634887874186
2718,0.6457770368412147
2788,0.19385422368671174
2858,0.20820234662340995
2928,0.49851041018648534
2998,0.539011808297889
3068,0.44174433246345074
3138,0.7370147794853916
3208,0.49515944380336413
54,0.09438792987869342
124,0.5294825680893547
194,0.5285262845934494
264,0.500954923729116
334,0.1987537888490588
404,0.36738322447407695
474,0.09311633735276517
544,0.326525757054072
614,0.24932883340793818
684,0.24742976228273683
754,0.771556002254174
824,0.8156961531785997
894,0.8432196529069891
964,0.7722704204433168
1034,0.44095246810750344
1104,
1174,
1244,
1314,
1384,
1454,
1524,0.3199997465678739
1594,0.09930755387587295
1664,0.0
1734,0.305797113723419
1804,0.33897525601555484
1874,0.5319193282245538
1944,0.1595807671967652
2014,
2084,
2154,0.43750554626804866
2224,0.6227408170289043
2294,0.43244125399185757
2364,0.3398495431268363
2434,0.48680899122961657
2504,0.3303822616896241
2574,0.5431160873635282
2644,0.5601986106594221
2714,0.669134621804057
2784,0.43444280223574483
2854,0.5659987363651884
2924,0.1462838635937998
2994,0.16474447800692202
3064,0.6145429951995591
3134,
3204,
50,
120,
190,
260,
330,
400,
470,
540,
610,
680,0.9056544850464086
750,1.017256773317369
820,0.21283842560166016
890,0.46258626256040974
960,0.3299292721861156
1030,0.28417618211029916
1100,0.77703923295904
1170,0.4590343223571567
1240,0.8682485642671369
1310,0.6418438590975938
1380,0.5071720344531774
1450,0.47405006368065483
1520,0.6201202608552653
1590,0.7268821951171901
1660,0.3096046078905164
1730,0.13650918312756458
1800,0.11364308591277184
1870,
1940,0.3666103264701551
2010,0.38259008127112365
2080,0.5556718778998087
2150,1.0605262485149913
2220,0.892173276732058
2290,0.7214252940541381
2360,0.4883981450697752
2430,0.2279375818428729
2500,0.18999209009039317
2570,0.7438682277132547
2640,0.20761720938451764
2710,0.2640678562892263
2780,0.12050439942331184
2850,0.1140874175412034
2920,0.13178766268897726
2990,0.028292186331980298
3060,0.06557319102874125
3130,0.003517540375567577
3200,
46,
116,
186,
256,
326,
396,
466,
536,
606,0.33442757958067876
676,0.13665233017328832
746,0.13069310922518232
816,0.1889580555411018
886,0.2604473997940246
956,0.16247542164416146
1026,0.20711427691970158
1096,0.20364366943074105
1166,0.3302319141642202
1236,0.4272169564141832
1306,0.6192411035436003
1376,0.564472518957405
1446,0.1806246137922584
1516,0.305551268180168
1586,0.2763550166530899
1656,0.27869082010322693
1726,0.9275565207422061
1796,1.1655954944132425
1866,0.834793936586666
1936,0.9368872949800091
2006,1.0110067655581392
2076,0.3776770013290073
2146,0.40462379673742194
2216,0.3540827132557497
2286,0.2458967395482618
2356,0.3020264429294023
2426,0.11767201344563784
2496,0.029817178808092978
2566,0.22667112337917372
2636,1.0716858167426038
2706,0.31433782031532403
2776,0.16305379003526346
2846,0.8155462776277078
2916,1.184454122441177
2986,0.26889338495113624
3056,0.15340023511849468
3126,
3196,
42,
112,
182,
252,
322,
392,0.09088699168396933
462,0.2059583436786494
532,0.25580303434705925
602,0.16559039022912614
672,0.10641726980571262
742,0.1898834142211677
812,0.19283572608525057
882,0.22014405410191878
952,0.25716794686020894
1022,0.38293712227837207
1092,0.17204713181006412
1162,0.23372485091935916
1232,0.4627097709052732
1302,0.2760692119845137
1372,1.1573847596445355
1442,0.5701070550382106
1512,0.4908255974890034
1582,0.3771006003235707
1652,0.5057515080660941
1722,0.3757377736627847
1792,0.36151230281921104
1862,0.40476658614593447
1932,0.7118677346775151
2002,1.002718154185476
2072,0.27584157683136173
2142,0.18681850133232825
2212,0.26639723574411883
2282,0.49402806226740087
2352,0.591938143147627
2422,0.46127737390682044
2492,0.37483610904237974
2562,0.17026634941854224
2632,
2702,
2772,
2842,
2912,
2982,
3052,
3122,
3192,
38,
108,
178,
248,
318,
388,0.11581114289053411
458,0.13367967810307027
528,0.15480245687983288
598,0.1351516665712987
668,0.14134025689504884
738,0.05969683577163812
808,0.03436356858651915
878,
948,0.16668522388502208
1018,0.08311167445916749
1088,0.16894612531495
1158,0.20158802092462152
1228,0.31926741686095306
1298,0.8584156695363274
1368,0.5499183585917587
1438,0.5207822338653292
1508,0.36582934627553804
1578,0.6425424994622172
1648,0.8243937081916342
1718,0.9666918669457258
1788,0.8453468590703654
1858,0.777887738488114
1928,0.27180200621753897
1998,0.6214491317259516
2068,0.6100135343186548
2138,0.46782355224553
2208,0.36213833192299877
2278,0.7436691183883201
2348,0.6944875734596573
2418,0.2699922572621973
2488,0.49946804937433414
2558,0.7302475868662702
2628,0.8371657847715613
2698,0.22992772945600456
2768,
2838,
2908,
2978,
3048,
3118,
3188,
35,
105,
175,
245,
315,
385,
455,
525,
595,
665,
735,
805,
875,
945,
1015,
1085,
1155,
1225,
1295,
1365,
1435,
1505,
1575,
1645,
1715,
1785,
1855,
1925,
1995,
2065,
2135,
2205,
2275,
2345,
2415,
2485,
2555,
2625,
2695,
2765,0.14001458511366113
2835,0.07015297498275033
2905,7.447940223925519E-4
2975,
3045,
3115,
3185,
3255,
31,
101,0.0
171,0.0
241,
311,0.06116847832957747
381,0.4406818081550973
451,0.22495073654816347
521,0.41309579444480515
