id,rh98
33,
103,
173,
243,
313,
383,23.309063721208787
453,
523,
593,
663,
733,12.59417801358079
803,15.641640348564458
873,2.749164401104574
943,27.961154643286864
1013,10.010202523769287
1083,10.71966213170726
1153,12.655618948943212
1223,13.99125980053208
1293,9.772800301399368
1363,
1433,4.7984984945743125
1503,6.442568728273233
1573,8.630051539102308
1643,15.743638526274024
1713,6.762766097802205
1783,
1853,
1923,
1993,5.816639420036502
2063,
2133,
2203,
2273,
2343,
2413,
2483,
2553,
2623,
2693,24.626338933423234
2763,10.863528143811724
2833,
2903,
2973,0.14302995893478965
3043,
3113,
3183,
3253,
29,
99,117.66051376808174
169,
239,22.69351757731746
309,15.03439091831147
379,27.06420089919348
449,10.8254645920148
519,28.33694544641251
589,44.47440414777974
659,
729,23.967749839080916
799,
869,
939,
1009,
1079,
1149,
1219,
1289,
1359,
1429,
1499,
1569,
1639,
1709,
1779,132.0646646207467
1849,25.565497916192687
1919,24.23226430326566
1989,38.852614091342296
2059,54.82208273676431
2129,
2199,
2269,
2339,
2409,
2479,18.110391767388595
2549,
2619,37.10364021628693
2689,23.807445263924297
2759,10.384052406802914
2829,32.19847749959476
2899,
2969,53.80849634549412
3039,34.58873382334356
3109,51.92754923326179
3179,35.70637389163441
3249,18.37465398167244
25,
95,80.31365129109152
165,42.719456466750216
235,14.897094260689846
305,9.776472151025738
375,13.847466714753018
445,10.534745447926433
515,9.808309564194897
585,5.5877028640194375
655,23.976876352948693
725,39.02233014859581
795,36.61586075608555
865,
935,
1005,56.458086564488596
1075,30.535580521546834
1145,23.567591375595065
1215,
1285,
1355,
1425,
1495,54.53243561930606
1565,56.297869068039304
1635,
1705,
1775,
1845,
1915,
1985,
2055,17.958695897041057
2125,39.503788603739814
2195,
2265,8.639712965315372
2335,
2405,27.623548008819114
2475,55.611602487079054
2545,70.2409968506934
2615,23.36647646793828
2685,33.560050761276514
2755,28.59182369293742
2825,9.302325076588208
2895,5.351090620757695
2965,67.44384598592252
3035,29.79262041141948
3105,44.43133564708858
3175,41.4485512879715
3245,17.566117640569274
21,
91,57.49764039474445
161,41.47436532706334
231,36.91352253839865
301,25.207517070007047
371,9.431727892950361
441,308.3674270266888
511,17.464640620555762
581,37.297701273434264
651,59.937253276414836
721,61.42405911259717
791,50.84274372165248
861,25.721047712950067
931,52.683765532554865
1001,39.61987624065974
1071,45.01381321604178
1141,
1211,
1281,
1351,
1421,
1491,14.891378708494303
1561,64.72236196448385
1631,
1701,
1771,18.875005591335658
1841,48.56187872690817
1911,54.01439166241086
1981,35.12485551367912
2051,28.710007578765552
2121,44.26844573329527
2191,
2261,
2331,
2401,35.11793998612784
2471,35.87456644245615
2541,62.07985785862483
2611,42.69008136856106
2681,89.56785077383779
2751,67.17059533138878
2821,80.05789514345878
2891,35.67107675422712
2961,16.094756475528435
3031,69.05484430834643
3101,42.869296033615605
3171,
3241,
17,
87,
157,79.51421064463521
227,102.71086631532404
297,76.61504056956639
367,79.08703959215401
437,
507,7.80950865402228
577,
647,
717,51.7712200990504
787,70.47576288071312
857,34.24900862560287
927,100.33874361683574
997,94.89940923248352
1067,34.92990914642581
1137,16.649522568036346
1207,28.561217351265647
1277,47.670093415451326
1347,42.6626344518215
1417,66.34741453658927
1487,
1557,
1627,72.1226328411339
1697,48.290322215475705
1767,47.49142540504732
1837,37.67941737916405
1907,30.764696382982326
1977,
2047,218.12176651504737
