id,agbd
33,
103,
173,
243,
313,
383,2086.5989487240095
453,
523,
593,
663,
733,6698.0511213231675
803,412.38796648520014
873,577.3567218191812
943,1887.9348739290815
1013,258.2227709996989
1083,3062.5986778511638
1153,475.3838458384584
1223,1971.2779072895557
1293,6977.570065572473
1363,275.25189848770043
1433,271.35238996430144
1503,354.8397193302742
1573,688.6240923890141
1643,328.7679381256287
1713,480.5304710793083
1783,
1853,
1923,
1993,1235.7831186912633
2063,
2133,
2203,
2273,
2343,
2413,
2483,
2553,
2623,
2693,1413.0998994974875
2763,1519.8235208095696
2833,
2903,
2973,
3043,
3113,
3183,
3253,
29,
99,2736.2506607735204
169,268.2804793055521
239,2673.7068546103114
309,678.8108324379853
379,927.7959428763348
449,815.1291203285784
519,2214.4113671954765
589,4254.536898446377
659,1160.5698319626615
729,1689.013962835534
799,
869,
939,
1009,
1079,
1149,
1219,
1289,
1359,
1429,
1499,
1569,
1639,
1709,
1779,13147.74375
1849,2018.6411671659328
1919,1206.9815446356306
1989,2575.53523225267
2059,2498.6606123951337
2129,
2199,
2269,
2339,
2409,
2479,1100.5177062118391
2549,2193.7920919459807
2619,3615.553696517151
2689,1413.7696678964148
2759,644.3365777214425
2829,1041.4508590682176
2899,
2969,5692.2122226422925
3039,2246.465481536019
3109,5360.96863660343
3179,3005.5899808945005
3249,1333.533818562244
25,
95,12697.967288007092
165,11428.97311428769
235,12983.58566698584
305,2524.3974841485438
375,1570.873741651356
445,928.5888751176761
515,385.472069170128
585,591.4763320720306
655,1138.2691426993497
725,1821.5955819392714
795,2201.8952908215265
865,
935,
1005,5251.230272648642
1075,1454.9593315786763
1145,1257.5959120947703
1215,
1285,
1355,
1425,
1495,2389.064107838667
1565,2432.9778291611315
1635,
1705,
1775,
1845,
1915,
1985,
2055,1271.445472837022
2125,2779.6220210475117
2195,
2265,528.0487373031403
2335,
2405,1807.7157927187252
2475,4190.55105171183
2545,6326.756242811978
2615,1586.6327663314353
2685,8176.905263157894
2755,975.7287463677875
2825,555.8078182562424
2895,1611.0759562841529
2965,5198.67442983825
3035,5910.339779705535
3105,6843.140605118013
3175,4766.436837180127
3245,1597.8240943294325
21,
91,11371.481900441848
161,10426.960881136049
231,2007.227162547522
301,1509.7493112242305
371,970.1438330919052
441,7305.790592236716
511,166384.8028967393
581,11264.170414472079
651,1506.8005391128622
721,1829.27579921208
791,1363.8154199756848
861,2477.5176773302933
931,5780.4460867446705
1001,5023.445731146145
1071,1303.7941773123528
1141,
1211,
1281,
1351,
1421,
1491,695.2815021357382
1561,6166.631636908489
1631,
1701,
1771,923.3755707762559
1841,3082.687328209181
1911,5635.090019581424
1981,2345.956928765476
2051,1654.2018330794115
2121,4787.13374508533
2191,
2261,
2331,
2401,2154.998185698369
2471,28742.29779467887
2541,4810.399676286204
2611,2646.9126684849516
2681,8858.363302311134
2751,8014.032818583285
2821,7419.987691937023
2891,3796.022365194242
2961,3389.6358540006745
3031,11349.344977269659
3101,
3171,
3241,
17,
87,
157,5232.833506340367
227,4917.454861007179
297,3129.5363890081576
367,61096.72861463187
437,
507,
577,
647,
717,4602.920697603919
787,4989.1148425575775
857,1982.4515783620238
927,2581.4431217811416
997,7552.779414504546
1067,2290.3780903835705
1137,12912.189655065931
1207,1596.4449217286847
1277,1266.7960638658901
1347,2537.8736969329557
1417,5919.6996546935625
1487,
1557,
1627,4424.607208669112
