id,agbd
33,
103,
173,
243,
313,
383,25.3992660942677
453,
523,
593,
663,
733,10.111713532296621
803,11.0
873,12.479166666666666
943,33.56369678514962
1013,12.0
1083,10.773885350318471
1153,15.0
1223,19.307825081686886
1293,21.687893661267026
1363,13.0
1433,13.0
1503,16.53409090909091
1573,14.423076923076923
1643,9.0
1713,10.0
1783,
1853,
1923,
1993,34.11538461538461
2063,
2133,
2203,
2273,
2343,
2413,
2483,
2553,
2623,
2693,36.35294117647059
2763,16.454545454545453
2833,
2903,
2973,
3043,
3113,
3183,
3253,
29,
99,45.540936706419366
169,17.0
239,35.22768350122822
309,41.57093045611498
379,44.46257197696737
449,9.11923469081749
519,27.902184407729962
589,43.275832341229105
659,25.616
729,21.393230354345544
799,
869,
939,
1009,
1079,
1149,
1219,
1289,
1359,
1429,
1499,
1569,
1639,
1709,
1779,49.0
1849,34.64239710459536
1919,34.53536437118415
1989,45.35672315685304
2059,59.05240577385725
2129,
2199,
2269,
2339,
2409,
2479,37.41152263374486
2549,46.48301886792453
2619,59.346511902180325
2689,37.414453114379704
2759,14.386666666666667
2829,26.416666666666668
2899,
2969,54.5769262737927
3039,33.3709611490822
3109,38.59665644143178
3179,37.442822384428226
3249,25.491833633638617
25,
95,59.195922252444895
165,38.38163786076294
235,15.282515285145914
305,18.958359091869227
375,35.09185533101469
445,32.484472049689444
515,13.0
585,12.543165467625899
655,35.219516998780904
725,51.26732423390427
795,57.51007334099143
865,
935,
1005,71.33333333333333
1075,33.32431220574576
1145,44.50714285714286
1215,
1285,
1355,
1425,
1495,34.93821249811675
1565,59.43040821204207
1635,
1705,
1775,
1845,
1915,
1985,
2055,41.0
2125,49.43199522858951
2195,
2265,30.0
2335,
2405,61.564461923489446
2475,59.395233930612754
2545,103.64352555293762
2615,30.502097627916093
2685,60.666666666666664
2755,50.0
2825,16.444444444444443
2895,30.0
2965,57.51399411075217
3035,38.579067055393594
3105,38.407685783845594
3175,51.38647342995169
3245,22.476953299917664
21,
91,71.09701417829122
161,59.27840660048988
231,43.10777069576687
301,37.53568867959459
371,12.531073446327683
441,35.06049149338374
511,14.881672028923841
581,71.23172912868252
651,21.496460927691626
721,21.412413993135562
791,16.444976076555022
861,23.259812395169213
931,55.110542876242235
1001,87.37577791148108
1071,56.47222222222222
1141,
1211,
1281,
1351,
1421,
1491,46.0
1561,87.47149208143567
1631,
1701,
1771,40.0
1841,53.457657657657656
1911,59.273470987977
1981,41.36245353159851
2051,41.56353591160221
2121,85.525
2191,
2261,
2331,
2401,59.41742474870774
2471,38.32542057239924
2541,43.25273913183176
2611,21.479591836734695
2681,121.55511811023622
2751,171.3409798651438
2821,139.53475177304963
2891,43.160426612732536
2961,35.19313557689038
3031,59.55162093191771
3101,
3171,
3241,
17,
87,
157,89.47368421052632
227,61.73015873015873
297,110.4
367,92.05263157894737
437,
507,80.0
577,
647,
717,81.57886055941172
787,93.42038216560509
857,50.548780487804876
927,51.12476335402239
997,91.37777777777778
1067,53.50496565806572
1137,38.409664315474224
1207,49.444977275375834
1277,51.290348980540344
1347,73.49367006109979
1417,91.62318669166218
1487,
1557,
1627,102.35897435897436
1697,65.56280903554885
1767,90.44117647058823
1837,43.335636803848374
1907,40.0
1977,
2047,32.4
2117,14.456265950747406
2187,36.806315342861225
2257,103.34167326963413
2327,112.55445544554455
2397,97.51187609457092
2467,101.38219164083523
2537,97.42857142857143
