id,rh98
17,
53,
89,10.37843804847428
125,7.605937545361785
161,8.197611244983134
197,8.104595309808385
233,7.668283405342356
269,7.725422775804217
305,7.499274892630883
341,8.697983932844366
377,8.422574500514305
413,7.69753993594624
449,24.82936829137675
485,
521,7.556600013651123
557,
593,
629,
665,
701,11.776973481996784
737,8.577641661951692
773,11.045997802868401
809,
845,
15,
51,8.034824904454371
87,9.915004730317706
123,8.217508184558053
159,9.63963288499315
195,8.699102459760256
231,
267,
303,
339,16.709201965125903
375,
411,8.539828923800126
447,9.359999656677246
483,9.392992479039734
519,10.783533194585551
555,
591,
627,
663,11.857618596947942
699,9.184710481482401
735,8.22823999066274
771,12.694309591562442
807,14.283193686886365
843,11.744614064747752
13,12.745403716215884
49,9.936919028199474
85,8.266107998093647
121,8.49179368748214
157,8.531786108460986
193,10.969198227015276
229,
265,11.950482977307301
301,8.997211448269292
337,
373,9.229995239588417
409,11.555019590041054
445,
481,
517,
553,16.477807196399752
589,7.128769744223493
625,11.754889418425822
661,15.16463804739578
697,12.807747823394164
733,7.3631805204886405
769,14.694911475908201
805,14.466359700636053
841,10.151624134856261
11,
47,12.740741875332835
83,9.177460363483107
119,12.064582620103984
155,10.846954119747354
191,8.705642485851552
227,10.773609252444349
263,14.861355079973238
299,
335,
371,
407,12.687199781672295
443,
479,13.035667028665795
515,11.531098889146977
551,7.688227167679093
587,
623,13.003106505216119
659,11.064244293392434
695,19.177423269378835
731,16.5540003203345
767,9.46071230261187
803,13.81324586502753
839,11.110451074930399
9,15.18676341118953
45,17.99171403421152
81,16.48115559866691
117,15.201328416493695
153,19.617674064431537
189,16.995211709213883
225,13.899286542147477
261,13.602968754423115
297,11.025957088683356
333,12.520602732226239
369,15.560565346711726
405,10.977354464869437
441,14.205325446208727
477,12.210758817795808
513,8.60566473568699
549,9.32779817222946
585,15.398812552726515
621,18.114660306312363
657,15.20068745060601
693,13.788726697892505
729,13.093824969638181
765,13.538908002192523
801,14.840243235640934
837,
7,
43,
79,
115,
151,
187,14.416288167314155
223,17.659895385165022
259,17.90893221371901
295,18.32560831431586
331,18.942830361568998
367,16.869631058450643
403,14.520737096258525
439,17.663980126246372
475,12.016700484359967
511,20.498025658276248
547,19.60792899053966
583,18.976934583883544
619,15.598443108559998
655,20.158962442357147
691,21.619853802842385
727,22.399038103844543
763,18.747260732273862
799,11.783297661591678
835,9.538461482282395
5,
41,
77,
113,14.145754031169929
149,15.450709602248557
185,14.830049616258048
221,18.238201906716835
257,17.654909757251836
293,17.128429998007793
329,20.99117414080083
365,24.01439599646267
401,21.522256726812543
437,22.662715764133786
473,21.28263016204271
509,23.492401510093625
545,18.2924952392673
581,14.358228786035832
617,14.596270362895785
653,14.944129072349508
689,19.373456024699628
725,25.61275884466799
761,13.841712191476859
797,11.714555931079493
833,8.46311395862618
3,
39,
75,7.252500057220459
111,
147,14.635850095459187
183,12.766417553768814
219,18.89745056051147
255,20.11968060326444
291,18.097527579931565
327,19.990130543730654
363,23.05332676103815
399,21.934215636126172
435,24.20370607781992
471,23.447947819219834
507,22.212392604507396
543,20.362340254616623
579,22.53375463126302
615,19.96796874341161
651,19.88053676562383
687,20.357052634064193
723,14.92598251829691
759,13.882958462679147
795,15.979221343246111
831,15.222742338909418
1,10.572271247106318
37,20.502705225597303
73,
109,13.428409854265906
145,15.597838575029872
181,17.06157885917192
217,13.59425398063249
253,12.786188526360016
289,16.74897671452852
325,18.270563244459755
361,19.631309053973734
397,22.271807026735477
433,18.509095590227762
469,20.552353913626217
505,19.853872298837555
541,19.716767525661254
577,18.52087756932862
613,19.267190986585515
649,19.07065811948001
685,19.293311274185353
721,17.53121820926525
757,16.42627858267927
793,19.128678380229136
829,20.053825158589678
36,
72,9.365821443576694
108,8.393179320160852
144,7.852490885226282
180,8.056301373021176
216,46.21461524397395
252,7.619999972233364
288,7.583023237627606
324,10.625106419328405
360,7.178888903723823
396,9.897029027259673
432,8.361136360601945
468,
504,
540,
576,
612,
648,
684,
720,
756,
792,
828,
34,
70,
106,11.07201176672913
142,
178,
214,7.9200955576320995
250,10.155164121078544
286,8.851893401747772
322,8.411350346345682
358,7.5153192846848516
394,8.290499242974576
430,7.5925511856442505
466,
502,8.555000016989913
538,
574,
610,
646,
682,9.92328233728705
718,8.452993808181972
754,8.453502126381018
790,11.3247643395621
826,14.664961751792283
32,10.709982629111988
68,10.46718086487125
104,9.751403740691469
140,9.78028128316968
176,9.678517006986562
212,
248,
284,
320,
356,
392,10.007254940428492
428,
464,9.483558419886606
500,9.958464462426509
536,15.584933759254515
572,
608,
644,10.297556812873434
680,11.242263003699454
716,9.063957591407485
752,10.796710183927862
788,11.723067997086698
824,10.265563252238765
30,14.105473599821805
66,9.456786756070931
102,10.304135507540883
138,8.151570906773962
174,11.894746027451628
210,11.871707547136962
246,
282,10.200544890857685
318,
354,
390,11.258506936070637
426,
462,
498,
534,15.73429940857266
570,7.3395579117308785
606,10.926545792716354
642,16.06193830401865
678,12.221339833345182
714,12.965976995293223
750,11.563241572478933
786,11.219475603227497
822,13.408266657566818
28,16.102468034428853
64,11.252651661830456
100,10.29744739336098
136,13.040809805567312
172,9.197999235666627
208,11.65338804560677
244,15.111131253260462
280,11.136752435202236
316,
352,
388,14.963787944554618
424,13.231012657158576
460,12.785066610632654
496,12.54056199722701
532,13.425514843309378
568,
604,10.742735396315727
640,13.326433683681257
676,15.233003549361927
712,23.057789479500205
748,10.245214670888064
784,16.655905676234912
820,
26,12.744881518832122
62,15.683527341699707
98,14.77556710022419
134,14.020000457763672
170,16.228082565740298
206,16.320572902451943
242,13.42583769623497
278,12.814511235547776
314,12.251997239863222
350,15.579948405270999
386,15.786823660937854
422,16.930686383117344
458,13.03176450627709
494,
530,10.772065980317201
566,17.001686914371675
602,22.07309516378579
638,15.764485210254772
674,13.8681357844289
710,11.452373265454971
746,14.933381251953037
782,12.12044299991821
818,
24,
60,
96,
132,
168,14.712908504767464
204,14.338091766306754
240,18.557683590541032
276,19.578546430765147
312,17.927266819343338
348,16.981759789240225
384,19.227256068835775
420,19.520548313543646
456,19.11963707803523
492,20.680628387818317
528,20.908355957890787
564,19.506171357707377
