id,agbd
33,
103,
173,
243,
313,
383,42.997019645424054
453,
523,
593,
663,
733,26.731181488953162
803,18.567319565933825
873,21.34152225156315
943,45.248457515219066
1013,17.862965801824885
1083,24.20149983697424
1153,20.482706701605547
1223,28.134441041617585
1293,32.36989131322228
1363,18.43997416041028
1433,18.386087667412056
1503,21.773717948717948
1573,23.33460280992352
1643,16.36611109786436
1713,18.323076923076922
1783,
1853,
1923,
1993,41.582352941176474
2063,
2133,
2203,
2273,
2343,
2413,
2483,
2553,
2623,
2693,46.66
2763,33.0493236678873
2833,
2903,
2973,
3043,
3113,
3183,
3253,
29,
99,56.295474808573125
169,22.331550454719252
239,48.402213744921035
309,49.15800901968437
379,55.425570600652364
449,20.001269932982442
519,43.022993396275695
589,68.60418644530819
659,35.41452316809597
729,37.126070630360424
799,
869,
939,
1009,
1079,
1149,
1219,
1289,
1359,
1429,
1499,
1569,
1639,
1709,
1779,97.65625
1849,48.962593633731
1919,44.82254621768223
1989,69.17787466507632
2059,74.14431536449243
2129,
2199,
2269,
2339,
2409,
2479,50.26543099042858
2549,65.98258373356903
2619,77.45955805114305
2689,46.677176792740966
2759,23.023045516264983
2829,33.389307000358706
2899,
2969,86.58470459811855
3039,53.04450909946906
3109,66.02391751741439
3179,58.68493630602227
3249,37.38504744850052
25,
95,86.04835174029452
165,67.83057356389128
235,31.795773961270022
305,29.397278196081018
375,47.95614659977137
445,37.17615472411095
515,20.57268495376156
585,19.22294375455568
655,46.844196890096796
725,61.58457739369134
795,72.20873331539389
865,
935,
1005,81.30708912094236
1075,42.037541521338056
1145,57.023968118579724
1215,
1285,
1355,
1425,
1495,51.025053675307284
1565,71.84906796035655
1635,
1705,
1775,
1845,
1915,
1985,
2055,54.78775649406013
2125,73.29038862674557
2195,
2265,30.309688812779278
2335,
2405,71.24772453555002
2475,77.33264617069548
2545,112.45877709940382
2615,41.71052364853289
2685,103.14539196000493
2755,61.197789464301636
2825,23.627498934236804
2895,37.51106951526496
2965,82.99914384298897
3035,69.79959010379753
3105,66.78969528478514
3175,70.53669445987543
3245,37.33463481311811
21,
91,91.91171132751788
161,85.09584458961152
231,59.96250964188063
301,48.52158310291564
371,23.237119696610574
441,46.54855266237774
511,137.64334683837296
581,86.89750236070925
651,33.5972061695585
721,37.12841502875968
791,32.0514478424574
861,39.83087279403582
931,64.2684735703447
1001,98.72491029881117
1071,67.56668072166359
1141,
1211,
1281,
1351,
1421,
1491,54.573943902272575
1561,101.4020050080289
1631,
1701,
1771,48.76712328767123
1841,76.1487652384021
1911,86.14340506833732
1981,64.5179075302648
2051,56.86746269211963
2121,100.82572676945858
2191,
2261,
2331,
2401,70.07077914124818
2471,96.81958959182228
2541,70.24321378502987
2611,41.28893206897844
2681,136.06253307112377
2751,178.3271564686879
2821,148.04500870979356
2891,61.61708246703022
2961,50.320753077937574
3031,96.91362651652805
3101,
3171,
3241,
17,
87,
157,107.50497720442151
227,87.97106547872055
297,119.99841908594425
367,219.28752711661284
437,
507,80.0
577,
647,
717,101.64611031272416
787,107.94282181442071
857,69.52884736208584
927,68.07114867696556
997,118.19799163234786
1067,71.49034973226186
1137,61.57889086039713
1207,63.625851579973514
1277,61.36894436839835
1347,84.52505045393893
1417,104.96326323272369
1487,
1557,
1627,114.48187006086236
1697,84.09409560671658
1767,100.75418464678609
1837,60.570180037381164
1907,56.899258086451695
1977,
2047,36.51906951982373
